q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean
0.996853,0.300142,1.404818,0.708419,1.303015,0.152231,2.365023,2.400000,1.454545,27.850000,13.925000,0.000000,175.600000
0.917682,0.283185,1.826515,0.476673,1.743402,0.034571,3.266941,12.350000,2.806818,106.850000,15.264286,0.000000,160.050000
1.254533,0.383132,1.778185,0.520550,1.517864,0.083157,4.157865,8.400000,1.826087,92.550000,19.082474,0.000000,161.650000
1.304607,0.390713,1.667765,0.744017,1.317448,0.274148,3.067847,0.800000,1.333333,12.250000,6.805556,0.000000,173.350000
1.229520,0.372009,1.693093,0.556540,1.342325,0.100530,3.929064,6.300000,2.000000,77.950000,14.045045,0.000000,173.050000
1.900061,0.548787,1.762527,0.504189,1.321721,0.127762,6.311435,9.200000,2.021978,79.100000,16.652632,0.000000,164.000000
1.029183,0.323374,1.624710,0.416854,1.201384,0.023316,3.575047,15.750000,2.142857,122.150000,14.121387,0.000000,158.450000
1.198378,0.395290,1.745605,0.429466,1.643721,0.034516,4.286292,16.250000,2.321429,120.150000,13.890173,0.000000,163.650000
1.347748,0.421820,1.569027,0.436232,1.676305,0.038867,4.637514,14.350000,2.157895,101.200000,13.675676,0.000000,150.800000
1.778496,0.519508,1.686977,0.518897,1.406484,0.128991,5.501291,6.350000,1.924242,67.550000,14.072917,0.000000,154.250000
1.599205,0.467258,1.667860,0.386466,1.419626,0.041315,6.287088,18.550000,2.348101,119.450000,14.656442,0.000000,157.800000
1.647945,0.486117,1.734499,0.448967,1.937804,0.058954,5.964720,11.600000,2.209524,96.600000,12.150943,0.000000,159.800000
1.630548,0.478317,1.796691,0.482957,2.050314,0.061912,5.679408,8.450000,2.139241,89.800000,15.754386,0.000000,163.750000
1.634217,0.485865,1.763243,0.485231,1.039989,0.075797,5.650290,8.450000,2.315068,91.150000,15.319328,0.000000,160.600000
1.517911,0.448479,1.750192,0.514876,1.069583,0.065242,5.072567,6.850000,2.634615,84.600000,17.443299,0.000000,164.350000
1.347965,0.429971,1.840775,0.442897,2.384804,0.038787,4.826783,15.450000,2.834862,116.050000,14.152439,0.000000,158.650000
1.435444,0.455213,1.728199,0.494163,1.107208,0.084850,5.012412,8.900000,2.507042,88.700000,16.425926,0.000000,162.200000
1.511147,0.453495,1.660702,0.471684,1.008290,0.057720,5.064303,11.400000,2.375000,94.200000,13.083333,0.000000,154.600000
1.672919,0.496450,1.742603,0.495114,1.563757,0.091879,5.566786,8.750000,1.944444,82.700000,14.016949,0.000000,155.600000
1.719250,0.494464,1.670861,0.510549,1.214325,0.110471,5.458544,6.350000,1.716216,67.150000,13.297030,0.000000,150.150000
1.982566,0.547204,1.603361,0.484828,1.182489,0.108934,6.092231,6.900000,1.550562,72.550000,10.290780,0.000000,149.150000
1.599418,0.507253,1.768912,0.530440,1.624764,0.120950,5.495777,7.800000,1.902439,87.500000,13.257576,0.000000,165.200000
1.296614,0.403573,1.460069,0.553409,1.645362,0.220867,3.975606,8.550000,1.800000,41.250000,7.568807,0.000000,162.850000
1.423347,0.427470,1.686249,0.517278,1.786343,0.123613,4.624041,10.050000,1.778761,85.400000,12.287770,0.000000,161.750000
1.305300,0.380362,1.231863,0.715801,1.106159,0.350412,3.023554,2.300000,1.210526,6.600000,12.000000,0.000000,171.950000
1.099419,0.337025,1.211525,0.730657,1.049054,0.298267,2.496025,1.600000,1.032258,8.600000,9.555556,0.000000,170.700000
1.163195,0.351986,1.490414,0.661738,1.225913,0.235571,3.028773,3.500000,1.129032,18.100000,9.282051,0.000000,168.500000
1.067366,0.324920,1.293035,0.635940,1.276612,0.186319,2.484253,5.000000,1.190476,23.950000,11.975000,0.000000,168.450000
1.803768,0.460016,2.236437,0.468281,1.696369,0.019988,6.396276,8.550000,1.727273,116.850000,15.274510,0.009172,163.550000
1.536612,0.463636,1.819223,0.441482,1.855214,0.047106,6.214086,17.750000,2.465278,118.700000,14.930818,0.000000,162.400000
1.009597,0.314547,1.503982,0.544435,1.905030,0.158235,3.185796,8.850000,2.391892,56.250000,10.135135,0.000000,173.600000
1.210237,0.359817,1.704381,0.518891,2.073786,0.113284,4.197325,11.000000,2.417582,90.350000,15.313559,0.000000,171.850000
1.238652,0.401052,1.694799,0.418223,2.081063,0.009646,4.998380,25.450000,3.221519,139.150000,17.393750,0.010404,163.800000
1.632580,0.480366,1.492079,0.414733,1.983935,0.039920,5.468430,14.850000,2.724771,116.900000,32.472222,0.000000,172.050000
0.946655,0.322976,1.527816,0.391341,1.673041,0.017110,3.480571,23.950000,3.050955,140.200000,23.563025,0.000000,173.700000
0.799203,0.274819,1.476377,0.592229,2.658133,0.119808,2.416124,8.100000,1.883721,46.100000,11.525000,0.000000,172.500000
0.990485,0.332469,1.492594,0.482440,2.881623,0.085266,3.392100,14.550000,2.346774,106.550000,12.389535,0.000000,171.400000
0.996602,0.328432,1.699459,0.488001,2.206751,0.025309,3.298659,12.900000,2.080645,112.600000,14.435897,0.000000,168.250000
1.140667,0.352794,1.386617,0.563521,1.703916,0.155670,3.596882,8.100000,1.372881,39.000000,9.750000,0.000000,160.700000
1.003884,0.329396,1.813696,0.513835,2.709999,0.019079,3.445600,11.350000,2.026786,104.900000,15.540741,0.000000,170.650000
0.956239,0.297140,1.282838,0.375390,1.903958,0.013915,3.289088,17.650000,1.476987,125.750000,12.033493,0.009719,162.700000
1.115833,0.354342,1.745361,0.565655,1.624126,0.059751,3.289334,5.900000,1.573333,70.650000,13.330189,0.000000,170.000000
1.218049,0.380532,1.498177,0.587109,1.833381,0.147909,3.261396,4.200000,1.423729,44.950000,11.986667,0.000000,169.150000
1.158654,0.361179,1.570911,0.563942,1.985145,0.117298,3.393555,5.750000,1.474359,59.450000,11.656863,0.000000,168.000000
0.959165,0.300023,1.897945,0.668812,1.425873,0.068112,2.513325,2.350000,1.740741,48.450000,11.535714,0.003696,169.150000
1.133552,0.346317,2.004155,0.598059,1.744023,0.021344,3.122275,3.250000,2.708333,75.250000,19.802632,0.004107,176.250000
0.992886,0.301921,1.703202,0.541783,1.994208,0.126013,3.227137,9.400000,2.088889,73.750000,13.053097,0.000000,171.450000
1.458133,0.428325,1.788711,0.446487,1.631500,0.057902,5.070299,13.800000,1.957447,111.200000,16.474074,0.000000,164.350000
0.977042,0.321789,1.536265,0.455219,1.601095,0.086394,3.444259,18.200000,2.348387,112.950000,18.072000,0.000000,168.550000
1.065665,0.341059,1.735839,0.542675,1.705380,0.141820,3.366677,9.300000,2.214286,75.100000,12.112903,0.000000,173.000000
1.355460,0.424175,1.437309,0.559092,1.623718,0.282881,3.977475,8.150000,1.752688,11.900000,7.000000,0.000000,171.050000
1.155713,0.367498,1.501722,0.497769,1.795241,0.161801,3.846360,12.300000,1.952381,74.850000,15.275510,0.000000,170.300000
1.169110,0.386445,1.928962,0.511085,1.648595,0.087710,4.144516,14.500000,2.566372,119.650000,19.614754,0.000000,171.400000
1.113803,0.364492,1.749329,0.509782,1.331112,0.114817,3.926737,13.200000,2.275862,101.650000,20.128713,0.000000,170.050000
1.642225,0.473552,1.668782,0.570089,1.773015,0.121938,5.090893,5.500000,1.833333,75.250000,14.611650,0.000000,160.850000
1.845304,0.503420,1.726429,0.571559,0.757294,0.126951,5.454907,4.500000,1.836735,74.100000,13.596330,0.000000,162.400000
1.427767,0.429217,1.734755,0.560856,1.728753,0.073761,4.533317,7.000000,1.794872,83.450000,16.048077,0.000000,164.100000
0.887959,0.281926,1.290352,0.580267,2.186115,0.081404,2.557784,6.650000,1.445652,43.150000,12.507246,0.000000,165.350000
0.856972,0.262162,1.679152,0.442151,2.297505,0.015264,3.059491,15.750000,2.423077,122.950000,19.830645,0.000411,164.900000
0.736388,0.232236,1.355639,0.401018,2.354635,0.020273,2.534086,16.800000,1.548387,114.150000,13.273256,0.000684,163.200000
0.820122,0.257070,1.505910,0.469506,1.270925,0.051373,2.774148,13.900000,1.878378,90.900000,15.150000,0.000000,164.350000
0.858214,0.257418,1.938923,0.389270,2.290285,0.009641,3.478341,34.150000,6.696078,154.250000,21.725352,0.000000,174.950000
0.968322,0.299971,1.554627,0.599848,1.865157,0.156876,2.605892,5.800000,1.757576,34.400000,8.600000,0.000000,175.500000
0.981350,0.321098,1.830558,0.620299,1.577637,0.120166,2.723758,5.900000,1.616438,46.550000,12.413333,0.000000,171.100000
1.016617,0.319757,1.492246,0.633373,1.666752,0.164139,2.624584,4.300000,1.409836,26.550000,8.045455,0.000000,174.050000
0.860121,0.277493,1.278523,0.596608,1.188095,0.120965,2.388059,5.850000,1.625000,30.350000,11.036364,0.000000,173.150000
0.929232,0.300188,1.324246,0.564004,2.122633,0.125826,2.595451,7.400000,1.370370,31.850000,11.375000,0.000000,168.450000
0.936285,0.298859,1.254000,0.615706,1.732537,0.164668,2.363467,5.400000,1.770492,21.900000,12.166667,0.000137,167.900000
1.316410,0.373703,1.247963,0.715195,1.815425,0.365111,3.097911,2.200000,1.189189,4.400000,5.500000,0.000000,178.850000
1.157907,0.350843,1.017410,0.682371,1.909148,0.334516,2.701440,3.850000,1.222222,7.600000,10.857143,0.000000,177.500000
0.967302,0.295725,0.956300,0.587705,3.563781,0.220466,2.235183,6.300000,1.312500,12.250000,8.750000,0.000000,172.500000
0.914962,0.279088,1.404977,0.343001,0.867385,0.000000,3.076063,22.850000,2.125581,148.050000,17.115607,0.062423,161.450000
0.842319,0.257860,1.294463,0.320793,1.351502,0.004683,3.220065,28.550000,2.187739,157.400000,17.586592,0.006571,159.700000
0.830137,0.254400,1.589092,0.453919,1.891419,0.027606,2.929414,14.450000,2.388430,106.950000,15.500000,0.000000,173.350000
1.004959,0.265666,1.648259,0.406554,2.375526,0.017492,3.640510,19.000000,5.507246,121.300000,19.885246,0.000000,178.900000
0.748603,0.223717,1.290454,0.319098,1.523588,0.000000,2.625349,29.950000,2.178182,162.750000,16.778351,0.055989,161.000000
1.346296,0.401272,1.032711,0.729820,0.495562,0.446410,2.976068,1.000000,1.111111,2.450000,4.083333,0.000000,167.200000
1.125542,0.295389,1.771086,0.500015,1.952892,0.045206,3.660167,8.650000,5.766667,92.700000,16.121739,0.000000,175.450000
1.727488,0.464920,1.338403,0.636781,1.708972,0.334969,4.391814,3.900000,1.444444,18.950000,8.422222,0.000000,176.750000
1.368028,0.381828,1.252446,0.724851,2.074367,0.366473,3.088846,1.800000,1.125000,5.000000,10.000000,0.000000,176.000000
1.332592,0.374448,1.225705,0.698716,2.174859,0.334035,3.095893,2.500000,1.136364,8.550000,6.840000,0.000000,174.150000
1.431191,0.416001,1.110225,0.753729,1.661488,0.440932,3.062688,1.350000,1.038462,4.400000,6.769231,0.000000,177.850000
1.135589,0.324666,1.141002,0.651345,2.453591,0.244334,2.820834,4.350000,1.380952,14.450000,7.810811,0.000000,172.300000
0.961206,0.297263,1.093865,0.271950,3.541405,0.000000,3.652515,38.850000,2.707317,184.550000,18.736041,0.062834,153.000000
0.944218,0.291364,1.320702,0.402625,1.819386,0.022365,3.086400,15.100000,1.581152,114.250000,12.694444,0.000821,161.250000
1.753112,0.440334,1.296129,0.680549,2.333934,0.415756,4.231802,2.800000,1.302326,10.250000,8.541667,0.000000,176.450000
1.709404,0.458561,1.312789,0.654308,1.833823,0.412457,3.911784,2.900000,1.487179,9.550000,7.640000,0.000000,175.050000
1.403701,0.378918,1.218824,0.664091,1.959431,0.282293,3.410097,3.650000,1.327273,16.800000,7.304348,0.000000,166.650000
1.682994,0.415980,1.391523,0.599046,2.087020,0.253932,4.813659,5.650000,1.284091,36.450000,9.720000,0.000000,166.750000
1.519838,0.397697,1.220413,0.699589,2.351480,0.360055,3.684566,2.550000,1.159091,9.900000,7.615385,0.000000,173.600000
1.302559,0.345189,1.175151,0.654845,2.619208,0.252566,3.340186,4.100000,1.261538,18.350000,7.057692,0.000000,172.800000
2.916051,0.542574,1.365888,0.733193,2.145687,0.692957,6.780949,0.750000,1.153846,9.150000,8.318182,0.000000,173.150000
2.865731,0.549718,1.299695,0.722337,2.050193,0.711590,6.624255,0.850000,1.133333,7.500000,6.521739,0.000000,169.800000
0.717462,0.219135,1.058395,0.400189,2.485087,0.016706,2.116078,16.200000,1.687500,107.650000,13.540881,0.003149,164.700000
0.573991,0.172657,1.109698,0.323146,3.364533,0.006427,2.223559,32.000000,2.735043,169.150000,17.348718,0.000000,152.550000
0.806628,0.243017,0.913453,0.437351,1.987706,0.092335,3.010128,29.800000,3.568862,125.250000,13.395722,0.000000,154.400000
0.717314,0.214677,1.412013,0.377938,3.373185,0.001533,3.484631,47.550000,9.057143,180.550000,27.992248,0.000684,165.450000
0.739886,0.219429,1.226147,0.355084,2.032106,0.003514,2.863623,25.950000,2.556650,148.100000,19.746667,0.014921,158.450000
0.881183,0.262695,1.501381,0.484350,2.216872,0.036208,3.283135,18.650000,3.188034,119.900000,18.030075,0.000000,155.850000
0.874905,0.256638,1.574542,0.367343,3.020924,0.000000,4.036253,96.550000,9.902564,204.350000,30.500000,0.321150,159.600000
0.762009,0.226848,1.387643,0.529551,1.254089,0.040876,2.534309,11.750000,2.196262,74.150000,20.315068,0.000000,161.000000
0.760263,0.204403,1.416711,0.435578,2.584760,0.032185,2.865862,31.150000,8.774648,146.650000,26.187500,0.000000,191.900000
1.143163,0.302145,1.610304,0.391853,2.018070,0.000000,5.022103,33.900000,6.108108,152.700000,23.136364,0.091444,236.300000
0.492074,0.131447,1.720737,0.656615,2.406978,0.034517,1.799799,14.750000,14.750000,90.100000,50.055556,0.000000,183.250000
0.889769,0.236893,1.171785,0.443287,2.201206,0.084261,3.117641,15.300000,3.029703,79.550000,12.527559,0.000000,210.200000
0.954112,0.257644,1.188667,0.415783,2.255312,0.065089,3.296742,16.800000,3.692308,87.900000,13.119403,0.000000,200.800000
0.705924,0.191814,1.232226,0.438323,3.754852,0.009936,3.312151,59.900000,14.975000,185.050000,38.552083,0.000000,252.100000
0.792041,0.199601,1.150056,0.392088,2.317879,0.000784,3.371883,52.100000,6.722581,183.000000,25.774648,0.033128,256.150000
0.926554,0.241186,1.150910,0.423763,3.093620,0.012502,4.021908,52.400000,12.626506,182.600000,31.482759,0.005202,268.000000
1.042803,0.283028,1.433352,0.503475,3.151086,0.038917,4.751511,38.350000,12.573770,136.500000,23.534483,0.000000,260.850000
1.351725,0.346924,1.299453,0.395340,2.427895,0.021149,5.599066,40.950000,7.951456,156.300000,25.209677,0.008761,269.100000
1.189068,0.300060,1.001783,0.353297,1.473667,0.057560,5.430283,39.300000,4.115183,156.850000,16.865591,0.000000,263.750000
1.507616,0.386916,0.799178,0.362892,1.949837,0.089460,4.970021,17.600000,2.885246,82.300000,9.247191,0.001095,245.850000
0.451640,0.120091,1.170247,0.482623,5.061899,0.000000,2.609440,96.100000,34.945455,213.050000,83.549020,0.183984,222.500000
0.390440,0.108662,0.941434,0.554751,6.240501,0.000000,2.241373,80.850000,50.531250,216.700000,68.793651,0.125394,197.000000
0.597203,0.163531,1.949279,0.585453,2.392996,0.008837,2.363983,25.750000,22.391304,142.650000,66.348837,0.000000,180.900000
0.592681,0.161613,1.751109,0.571319,3.049391,0.008772,2.598778,27.750000,26.428571,148.050000,63.000000,0.000000,179.700000
0.455489,0.118258,1.791389,0.499360,3.093108,0.007217,2.054196,59.150000,18.200000,187.400000,50.648649,0.000000,200.450000
1.550170,0.371886,1.764021,0.338497,2.079626,0.016243,6.432277,40.900000,7.175439,169.200000,26.437500,0.000000,198.250000
0.998638,0.261793,1.202782,0.339009,1.871527,0.012650,3.373424,25.000000,2.145923,153.750000,14.504717,0.000000,165.550000
0.821029,0.242086,1.447793,0.465820,1.846555,0.059736,2.923067,22.600000,2.897436,135.350000,17.025157,0.000000,161.100000
0.950617,0.261459,1.668211,0.622683,1.911899,0.134774,2.813763,3.150000,3.000000,43.350000,11.716216,0.000000,162.300000
1.214117,0.306747,1.521789,0.567095,1.518807,0.141718,3.471547,5.350000,2.547619,55.300000,12.712644,0.000000,164.350000
1.084462,0.273827,1.978191,0.494045,1.733570,0.037858,3.516984,11.700000,3.900000,111.550000,17.991935,0.000000,163.000000
1.551320,0.335796,1.323376,0.542232,1.444545,0.314008,4.213302,5.700000,2.000000,15.900000,6.913043,0.000000,169.250000
1.153419,0.290535,1.834661,0.523493,1.486906,0.064344,4.049901,10.100000,3.960784,102.150000,20.029412,0.000000,164.700000
1.222512,0.306924,1.668065,0.507875,1.573454,0.070499,4.144493,9.200000,3.538462,91.850000,14.934959,0.000000,159.700000
1.484329,0.335850,1.187841,0.641124,1.386435,0.356788,4.016881,2.500000,1.612903,10.650000,8.875000,0.000000,161.300000
3.695600,0.865166,1.282992,0.621848,1.846121,0.426728,9.719922,4.750000,1.557377,36.500000,9.012346,0.000000,171.700000
2.080848,0.422265,1.583885,0.479563,2.330033,0.111052,6.846290,9.600000,1.586777,84.100000,9.666667,0.000000,155.350000
1.287327,0.342948,1.165397,0.565289,2.180214,0.238804,3.640304,7.750000,1.519608,22.800000,4.750000,0.000000,161.250000
1.405807,0.345785,1.530167,0.552621,2.313917,0.115443,4.338091,7.700000,1.604167,65.150000,11.954128,0.000000,161.400000
1.474157,0.363529,1.535234,0.559165,2.059008,0.099580,4.600586,7.400000,1.525773,73.600000,13.886792,0.000000,162.850000
1.249438,0.312510,1.304741,0.572971,1.654006,0.213330,3.700819,7.900000,1.595960,29.200000,10.245614,0.000000,160.150000
1.220716,0.301902,1.106310,0.384895,1.820971,0.090582,4.818947,23.000000,2.433862,116.700000,13.112360,0.000000,153.700000
1.699083,0.401421,1.484606,0.477175,0.833942,0.180960,5.489112,11.600000,1.459119,77.750000,12.341270,0.000000,150.800000
1.684233,0.397111,1.303252,0.561300,0.871308,0.213042,4.260842,6.450000,1.433333,38.800000,10.210526,0.000000,156.600000
1.752473,0.397427,1.562789,0.373480,1.404334,0.040103,6.659143,26.950000,2.495370,157.750000,20.095541,0.000000,143.750000
1.540819,0.360652,1.512624,0.390037,1.438725,0.020285,6.076926,24.650000,2.240909,139.350000,17.310559,0.000000,145.450000
1.512073,0.363503,1.363698,0.508776,1.706025,0.201046,4.948825,11.000000,1.496599,49.350000,8.508621,0.000000,156.150000
1.453659,0.354719,1.201082,0.519637,0.817874,0.230467,4.773967,9.550000,1.591667,34.700000,8.567901,0.000000,149.600000
1.159783,0.286827,1.149447,0.629209,1.059069,0.351941,3.020826,3.300000,1.736842,1.400000,4.000000,0.000000,156.100000
1.272995,0.310789,1.474314,0.423853,2.636882,0.057882,4.785721,20.450000,2.493902,122.500000,13.101604,0.000000,156.150000
1.326192,0.318919,1.185525,0.406862,2.691424,0.110450,5.535210,30.200000,4.081081,125.300000,15.761006,0.000000,152.950000
1.302227,0.305963,0.799994,0.539492,1.617114,0.337591,4.057288,10.450000,2.271739,0.450000,3.000000,0.000000,159.500000
1.500288,0.338751,1.259885,0.389459,1.783361,0.133663,5.203963,19.500000,2.000000,108.950000,10.327014,0.000000,156.700000
1.771995,0.383668,1.256562,0.507678,1.637320,0.307907,6.607165,12.550000,3.217949,34.000000,10.625000,0.000000,162.400000
1.768435,0.380309,1.594108,0.494979,1.792171,0.196826,6.389261,11.800000,3.687500,73.550000,11.143939,0.000000,159.100000
1.888600,0.394145,1.323072,0.326058,1.830671,0.047119,7.967102,27.450000,2.418502,144.450000,13.191781,0.000000,165.150000
1.705698,0.369133,1.302884,0.425394,1.854562,0.140562,6.288627,17.200000,2.248366,90.300000,10.623529,0.000000,164.350000
1.496955,0.455751,1.927018,0.493940,1.504911,0.081732,4.969306,8.500000,2.656250,93.200000,14.912000,0.000000,159.050000
1.931475,0.538101,1.840614,0.548835,1.742133,0.180866,5.812145,3.500000,1.521739,62.450000,11.354545,0.000000,155.600000
2.048934,0.569292,1.728866,0.484368,1.478056,0.180801,7.169681,7.850000,2.093333,76.900000,12.304000,0.000000,148.650000
2.291054,0.621600,1.552721,0.407555,1.448490,0.092894,9.060710,17.050000,1.823529,104.900000,11.527473,0.000000,141.400000
1.746184,0.493333,1.902331,0.505318,1.264960,0.095165,5.541235,5.500000,1.718750,74.200000,11.074627,0.000000,158.550000
1.980925,0.571807,1.835191,0.518664,1.803059,0.167043,6.311196,4.700000,1.773585,71.000000,9.161290,0.000000,158.650000
1.277236,0.387928,1.836545,0.476525,1.231362,0.067818,4.492410,9.950000,1.809091,97.450000,11.812121,0.000000,159.050000
1.077025,0.355803,1.756742,0.424670,2.125872,0.042721,3.779129,15.700000,1.857988,117.750000,8.037543,0.000000,165.100000
1.895418,0.489377,1.854232,0.427852,1.698455,0.033137,6.677636,12.000000,1.600000,110.800000,12.109290,0.000000,164.550000
2.430374,0.581602,1.834766,0.479959,1.275785,0.142760,8.445896,6.211198,1.787879,78.797990,10.692857,0.000000,161.947368
2.448186,0.601000,1.797236,0.474430,1.577289,0.134395,8.245507,6.450000,1.535714,80.200000,10.552632,0.000000,165.750000
2.032041,0.549169,2.002723,0.463491,1.551285,0.070932,7.187744,9.700000,1.469697,105.550000,12.417647,0.000000,156.400000
1.779246,0.486973,1.798880,0.497186,1.485533,0.104085,6.375691,9.950000,1.950980,96.000000,11.779141,0.000000,162.450000
1.902593,0.542170,1.954632,0.499639,1.852243,0.078785,6.575513,8.550000,1.568807,100.300000,12.157576,0.000000,160.150000
0.948224,0.325506,1.844920,0.439380,2.848067,0.021979,3.338611,15.900000,1.827586,120.950000,11.147465,0.000000,166.600000
1.103310,0.368430,1.682641,0.425829,2.256627,0.055205,4.004356,17.350000,1.938547,118.600000,14.552147,0.000000,174.900000
1.098823,0.349307,1.542482,0.343457,1.716372,0.010376,4.619105,27.150000,2.072519,151.550000,15.004950,0.003422,162.200000
1.950071,0.481832,1.202796,0.726973,1.350789,0.634981,4.194580,1.350000,1.421053,0.850000,3.400000,0.000000,175.500000
1.545479,0.413173,1.380941,0.690427,2.056072,0.445941,3.736887,1.650000,1.375000,2.750000,6.875000,0.000000,174.500000
